trade_id,symbol,entry_time,exit_time,entry_price,exit_price,position_size,pnl_dollars,pnl_percent,duration_days,trade_type,outcome,strategy_name
12,RLUSD/USDT,2025-06-21 11:00:00,2025-06-21 19:00:00,0.99954,0.9997,5000.0,0.8003681693581498,0.016007363387162993,0.3333333333333333,Long,Win,RSI_MACD_VWAP_Strategy
13,RLUSD/USDT,2025-06-22 05:00:00,2025-06-22 14:00:00,0.99933,0.99942,5000.0,0.4503017021400512,0.009006034042801023,0.375,Long,Win,RSI_MACD_VWAP_Strategy
14,RLUSD/USDT,2025-06-22 16:00:00,2025-06-22 17:00:00,0.9997,0.9994,5000.0,-1.500450135040902,-0.030009002700818046,0.041666666666666664,Long,Loss,RSI_MACD_VWAP_Strategy
15,RLUSD/USDT,2025-06-22 23:00:00,2025-06-23 03:00:00,0.99949,0.9997,5000.0,1.0505357732445721,0.021010715464891444,0.16666666666666666,Long,Win,RSI_MACD_VWAP_Strategy
16,RLUSD/USDT,2025-06-23 15:00:00,2025-06-24 16:00:00,0.99959,0.99939,5000.0,-1.000410168168839,-0.020008203363376782,1.0416666666666667,Long,Loss,RSI_MACD_VWAP_Strategy
17,RLUSD/USDT,2025-06-25 09:00:00,2025-06-25 13:00:00,0.99922,0.99928,5000.0,0.30023418266222146,0.006004683653244428,0.16666666666666666,Long,Win,RSI_MACD_VWAP_Strategy
18,RLUSD/USDT,2025-06-25 19:00:00,2025-06-26 03:00:00,0.9995,0.99911,5000.0,-1.9509754877438792,-0.039019509754877585,0.3333333333333333,Long,Loss,RSI_MACD_VWAP_Strategy
19,RLUSD/USDT,2025-06-26 04:00:00,2025-06-26 17:00:00,0.99911,0.99939,5000.0,1.4012471099275703,0.02802494219855141,0.5416666666666666,Long,Win,RSI_MACD_VWAP_Strategy
20,RLUSD/USDT,2025-06-28 06:00:00,2025-06-28 08:00:00,0.9995,0.9995,5000.0,0.0,0.0,0.08333333333333333,Long,Breakeven,RSI_MACD_VWAP_Strategy
21,RLUSD/USDT,2025-06-28 15:00:00,2025-06-28 22:00:00,0.99941,0.9997,5000.0,1.4508560050430377,0.029017120100860754,0.2916666666666667,Long,Win,RSI_MACD_VWAP_Strategy
22,RLUSD/USDT,2025-06-29 13:00:00,2025-06-29 16:00:00,0.9997,0.99956,5000.0,-0.7002100630190506,-0.014004201260381014,0.125,Long,Loss,RSI_MACD_VWAP_Strategy
23,RLUSD/USDT,2025-06-30 00:00:00,2025-06-30 13:00:00,0.99944,0.9995,5000.0,0.3001680941330145,0.00600336188266029,0.5416666666666666,Long,Win,RSI_MACD_VWAP_Strategy
24,RLUSD/USDT,2025-07-01 11:00:00,2025-07-01 12:00:00,0.9998,0.9996,5000.0,-1.0002000400078914,-0.02000400080015783,0.041666666666666664,Long,Loss,RSI_MACD_VWAP_Strategy
25,RLUSD/USDT,2025-07-01 14:00:00,2025-07-02 06:00:00,0.99952,0.9999,5000.0,1.9009124379704607,0.038018248759409214,0.6666666666666666,Long,Win,RSI_MACD_VWAP_Strategy
26,RLUSD/USDT,2025-07-02 19:00:00,2025-07-03 22:00:00,0.9993,0.9997,5000.0,2.001400980686816,0.04002801961373631,1.125,Long,Win,RSI_MACD_VWAP_Strategy
27,RLUSD/USDT,2025-07-04 06:00:00,2025-07-04 14:00:00,0.9996,0.99947,5000.0,-0.6502601040419892,-0.013005202080839787,0.3333333333333333,Long,Loss,RSI_MACD_VWAP_Strategy
28,RLUSD/USDT,2025-07-04 22:00:00,2025-07-05 04:00:00,0.99961,0.9998,5000.0,0.9503706445514924,0.01900741289102985,0.25,Long,Win,RSI_MACD_VWAP_Strategy
29,RLUSD/USDT,2025-07-05 09:00:00,2025-07-05 23:00:00,0.99939,0.99979,5000.0,2.0012207446540184,0.040024414893080375,0.5833333333333334,Long,Win,RSI_MACD_VWAP_Strategy
30,RLUSD/USDT,2025-07-06 08:00:00,2025-07-06 19:00:00,0.99952,0.9998,5000.0,1.4006723227151934,0.028013446454303866,0.4583333333333333,Long,Win,RSI_MACD_VWAP_Strategy
31,RLUSD/USDT,2025-07-07 16:00:00,2025-07-07 18:00:00,0.9999,1.0,5000.0,0.5000500050004449,0.0100010001000089,0.08333333333333333,Long,Win,RSI_MACD_VWAP_Strategy
32,RLUSD/USDT,2025-07-08 08:00:00,2025-07-09 11:00:00,0.99974,0.9998,5000.0,0.3000780202855743,0.006001560405711486,1.125,Long,Win,RSI_MACD_VWAP_Strategy
